bls_code,nest_id,ind_descr,T,T_descr,D,D_descr,SS,SS_descr,S,S_descr,N3D,N3D_descr,N4D,N4D_descr,N5D,N5D_descr,N6D,N6D_descr,parent,parent_descr
541910,1024541910,Marketing Research and Public Opinion Polling,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54191,Marketing Research and Public Opinion Polling,541910,Marketing Research and Public Opinion Polling,54191,Marketing Research and Public Opinion Polling
541921,1024541921,"Photography Studios, Portrait ",10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54192,Photographic Services,541921,"Photography Studios, Portrait ",54192,Photographic Services
541922,1024541922,Commercial Photography ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54192,Photographic Services,541922,Commercial Photography ,54192,Photographic Services
541930,1024541930,Translation and Interpretation Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54193,Translation and Interpretation Services,541930,Translation and Interpretation Services,54193,Translation and Interpretation Services
541940,1024541940,Veterinary Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54194,Veterinary Services,541940,Veterinary Services ,54194,Veterinary Services
541990,1024541990,"All Other Professional, Scientific, and Technical Services",10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54199,"All Other Professional, Scientific, and Technical Services",541990,"All Other Professional, Scientific, and Technical Services",54199,"All Other Professional, Scientific, and Technical Services"
551111,1024551111,Offices of Bank Holding Companies ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,55,Management of Companies and Enterprises,551,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,55111,Management of Companies and Enterprises,551111,Offices of Bank Holding Companies ,55111,Management of Companies and Enterprises
551112,1024551112,Offices of Other Holding Companies ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,55,Management of Companies and Enterprises,551,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,55111,Management of Companies and Enterprises,551112,Offices of Other Holding Companies ,55111,Management of Companies and Enterprises
551114,1024551114,"Corporate, Subsidiary, and Regional Managing Offices ",10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,55,Management of Companies and Enterprises,551,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,55111,Management of Companies and Enterprises,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55111,Management of Companies and Enterprises
561110,1024561110,Office Administrative Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5611,Office Administrative Services,56111,Office Administrative Services,561110,Office Administrative Services,56111,Office Administrative Services
561210,1024561210,Facilities Support Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5612,Facilities Support Services,56121,Facilities Support Services,561210,Facilities Support Services,56121,Facilities Support Services
561311,1024561311,Employment Placement Agencies ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5613,Employment Services,56131,Employment Placement Agencies and Executive Search Services,561311,Employment Placement Agencies ,56131,Employment Placement Agencies and Executive Search Services
561312,1024561312,Executive Search Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5613,Employment Services,56131,Employment Placement Agencies and Executive Search Services,561312,Executive Search Services ,56131,Employment Placement Agencies and Executive Search Services
561320,1024561320,Temporary Help Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5613,Employment Services,56132,Temporary Help Services,561320,Temporary Help Services,56132,Temporary Help Services
561330,1024561330,Professional Employer Organizations,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5613,Employment Services,56133,Professional Employer Organizations,561330,Professional Employer Organizations,56133,Professional Employer Organizations
561410,1024561410,Document Preparation Services,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56141,Document Preparation Services,561410,Document Preparation Services,56141,Document Preparation Services
561421,1024561421,Telephone Answering Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56142,Telephone Call Centers,561421,Telephone Answering Services ,56142,Telephone Call Centers
561422,1024561422,Telemarketing Bureaus and Other Contact Centers ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56142,Telephone Call Centers,561422,Telemarketing Bureaus and Other Contact Centers ,56142,Telephone Call Centers
561431,1024561431,Private Mail Centers ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56143,Business Service Centers,561431,Private Mail Centers ,56143,Business Service Centers
561439,1024561439,Other Business Service Centers (including Copy Shops) ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56143,Business Service Centers,561439,Other Business Service Centers (including Copy Shops) ,56143,Business Service Centers
561440,1024561440,Collection Agencies,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56144,Collection Agencies,561440,Collection Agencies,56144,Collection Agencies
561450,1024561450,Credit Bureaus,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56145,Credit Bureaus,561450,Credit Bureaus,56145,Credit Bureaus
561491,1024561491,Repossession Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56149,Other Business Support Services,561491,Repossession Services ,56149,Other Business Support Services
561492,1024561492,Court Reporting and Stenotype Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56149,Other Business Support Services,561492,Court Reporting and Stenotype Services ,56149,Other Business Support Services
561499,1024561499,All Other Business Support Services ,10,"Total, All Industries",102,Service-Providing,1024,Professional and Business Services,56,Administrative and Support and Waste Management and Remediation Services,561,Administrative and Support Services,5614,Business Support Services,56149,Other Business Support Services,561499,All Other Business Support Services ,56149,Other Business Support Services
